nation,pos,squad,comp,age,born,mp,starts,min,90s,goals,shots,sot,sotpct,g/sh,g/sot,shodist,shofk,shopk,pkatt,pastotcmp,pastotatt,pastotcmppct,pastotdist,pastotprgdist,passhocmp,passhoatt,passhocmppct,pasmedcmp,pasmedatt,pasmedcmppct,pasloncmp,paslonatt,pasloncmppct,assists,pasass,pas3rd,ppa,crspa,pasprog,paslive,pasdead,pasfk,tb,sw,pascrs,ti,ck,ckin,ckout,ckstr,pasoff,pasblocks,sca,scapasslive,scapassdead,scadrib,scash,scafld,scadef,gca,gcapasslive,gcapassdead,gcadrib,gcash,gcafld,gcadef,tkl,tklwon,tkldef3rd,tklmid3rd,tklatt3rd,tkldri,tkldriatt,tkldripct,tkldripast,blocks,blksh,blkpass,int,tkl_plus_int,clr,err,touches,toudefpen,toudef3rd,toumid3rd,touatt3rd,touattpen,toulive,toatt,tosuc,tosucpct,totkl,totklpct,carries,cartotdist,carprgdist,carprog,car3rd,cpa,carmis,cardis,rec,recprog,crdy,crdr,2crdy,fls,fld,off,pkwon,pkcon,og,recov,aerwon,aerlost,aerwonpct,market_value_euros,negative,neutral,positive,avgsentimentscore,player_id,total_injuries,total_days_injured,avg_days_injured,max_days_injured,recent_injury_days,goals_per90,assists_per90,shots_on_target_rate
civ,df,reims,ligue 1,25,1997,19,18,1599,17.8,0,0.79,0.11,14.3,0.0,0.0,15.4,0.0,0.0,0.0,43.4,50.8,85.4,900.9,316.7,13.1,14.7,88.9,23.0,25.1,91.7,6.8,9.83,69.1,0.11,0.34,3.2,0.45,0.0,3.31,48.5,2.25,2.08,0.22,0.67,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.34,1.18,0.96,0.06,0.0,0.17,0.0,0.0,0.17,0.11,0.0,0.0,0.06,0.0,0.0,2.58,1.63,2.02,0.56,0.0,1.57,2.3,68.3,0.73,1.12,0.51,0.62,1.18,3.76,4.33,0.11,62.3,8.48,32.9,27.5,2.53,0.73,62.3,0.39,0.22,57.1,0.17,42.9,43.5,264.2,134.4,0.62,0.67,0.11,0.84,0.51,37.0,0.28,0.11,0.11,0.0,1.01,0.28,0.0,0.0,0.0,0.0,8.2,1.85,1.35,57.9,20000000.0,0.5769230769230769,0.2307692307692307,0.1923076923076923,-0.3308884615384615,0.0,2,51,25.5,36,15,0.0,0.006179775280898876,0.13924050632911392
fra,mf,troyes,ligue 1,21,2002,5,4,286,3.2,0,0.31,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,47.5,57.2,83.1,832.2,203.1,20.9,24.1,87.0,18.4,21.3,86.8,6.25,8.75,71.4,0.0,0.63,3.13,0.94,0.31,5.94,55.0,1.88,1.25,0.0,0.94,0.94,0.31,0.31,0.31,0.0,0.0,0.31,0.94,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,2.19,1.88,1.25,1.25,1.56,2.19,71.4,0.63,0.63,0.31,0.31,1.88,6.25,1.25,0.0,69.7,3.13,20.3,36.3,13.4,1.25,69.7,1.56,0.63,40.0,0.31,20.0,52.5,275.6,113.1,1.25,1.88,0.0,0.63,0.94,48.8,0.31,0.63,0.0,0.0,2.19,1.56,0.31,0.0,0.0,0.0,5.63,3.13,0.63,83.3,8000000.0,0.28125,0.25,0.46875,0.114509375,0.0,4,107,26.75,50,36,0.0,0.0,0.0
ger,dffw,werder bremen,bundesliga,23,1999,3,0,49,0.5,0,2.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,32.0,50.0,64.0,598.0,288.0,8.0,10.0,80.0,18.0,20.0,90.0,4.0,12.0,33.3,0.0,2.0,2.0,2.0,0.0,4.0,38.0,12.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,66.0,2.0,14.0,26.0,28.0,4.0,66.0,6.0,0.0,0.0,4.0,66.7,38.0,330.0,48.0,0.0,4.0,0.0,2.0,4.0,38.0,4.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,50.0,8000000.0,0.7450980392156863,0.0980392156862745,0.1568627450980392,-0.535886274509804,0.0,14,616,44.0,162,26,0.0,0.0,0.0
esp,mf,valladolid,la liga,26,1996,19,12,1130,12.6,0,0.71,0.16,22.2,0.0,0.0,25.4,0.0,0.0,0.0,44.2,53.3,83.0,902.9,248.3,16.7,19.0,88.3,17.7,20.2,87.5,8.57,11.7,73.0,0.16,1.43,5.32,0.48,0.08,6.51,49.5,3.73,2.22,0.24,1.98,2.22,0.24,1.27,0.08,0.87,0.0,0.0,0.63,3.17,2.54,0.48,0.0,0.0,0.16,0.0,0.32,0.16,0.16,0.0,0.0,0.0,0.0,0.95,0.48,0.48,0.32,0.16,0.71,1.11,64.3,0.4,0.87,0.24,0.63,0.63,1.59,0.56,0.0,59.8,1.27,12.9,34.1,13.6,0.63,59.8,1.03,0.48,46.2,0.24,23.1,38.8,249.7,102.4,1.35,1.9,0.08,1.03,0.24,42.6,1.75,0.16,0.0,0.0,0.48,1.27,0.0,0.0,0.08,0.0,5.71,0.95,1.03,48.0,1500000.0,0.8214285714285714,0.0714285714285714,0.1071428571428571,-0.5988517857142857,0.0,1,12,12.0,12,12,0.0,0.012698412698412698,0.22535211267605634
col,mffw,spezia,serie a,24,1998,21,16,1443,16.0,0,1.13,0.31,27.8,0.0,0.0,20.5,0.0,0.0,0.0,19.6,27.8,70.6,297.8,103.3,11.1,13.9,79.4,6.38,8.31,76.7,1.19,2.19,54.3,0.0,0.88,2.44,1.0,0.06,4.31,26.6,0.88,0.13,0.13,0.06,1.31,0.25,0.31,0.19,0.13,0.0,0.31,1.19,1.88,1.31,0.06,0.19,0.19,0.13,0.0,0.13,0.06,0.0,0.0,0.0,0.06,0.0,2.94,1.38,0.88,1.25,0.81,1.13,2.75,40.9,1.63,1.75,0.25,1.5,0.44,3.38,0.13,0.0,41.8,0.5,6.25,19.6,17.3,2.06,41.8,3.38,1.38,40.7,1.63,48.1,23.9,173.9,94.6,2.88,2.38,0.69,2.63,2.44,25.4,3.88,0.13,0.0,0.0,1.63,1.75,0.13,0.0,0.0,0.0,5.69,0.56,1.25,31.0,4000000.0,0.603448275862069,0.1724137931034483,0.2241379310344827,-0.3520379310344827,0.0,4,92,23.0,70,8,0.0,0.0,0.27433628318584075
mar,df,west ham,premier league,26,1996,6,5,515,5.7,0,0.88,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,30.9,39.5,78.2,633.2,283.3,10.0,10.9,91.9,16.5,19.5,84.7,4.04,8.07,50.0,0.0,0.18,1.93,0.35,0.0,1.58,37.7,1.4,1.4,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,1.58,1.58,0.7,0.0,1.23,1.58,77.8,0.35,1.23,1.05,0.18,1.05,3.33,4.39,0.0,50.5,6.32,26.0,23.3,1.58,1.05,50.5,0.18,0.18,100.0,0.0,0.0,27.7,105.1,51.2,0.18,0.0,0.0,0.53,0.0,30.2,0.35,0.53,0.0,0.0,0.7,0.7,0.18,0.0,0.0,0.0,5.26,1.75,1.05,62.5,20000000.0,0.2333333333333333,0.3166666666666666,0.45,0.1907233333333333,0.0,15,140,9.333333333333334,34,16,0.0,0.0,0.0
fra,df,monaco,ligue 1,29,1993,13,7,615,6.8,0,0.29,0.29,100.0,0.0,0.0,12.1,0.0,0.0,0.0,47.9,58.7,81.7,753.8,310.6,25.0,28.1,89.0,18.8,22.2,84.8,2.79,5.15,54.3,0.0,0.15,4.26,1.03,0.29,6.47,48.5,10.1,0.59,0.0,0.15,1.76,9.56,0.0,0.0,0.0,0.0,0.0,1.47,1.18,0.88,0.15,0.0,0.15,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.91,0.74,0.88,0.44,0.59,0.74,1.91,38.5,1.18,0.44,0.0,0.44,1.91,3.82,2.79,0.0,69.3,3.38,17.6,33.1,18.7,2.06,69.3,0.74,0.44,60.0,0.15,20.0,42.9,223.7,96.9,1.47,0.88,0.15,1.03,0.44,39.7,3.24,0.29,0.0,0.0,1.47,1.03,0.0,0.0,0.0,0.0,5.29,0.74,1.32,35.7,3500000.0,0.4606741573033708,0.1235955056179775,0.4157303370786517,-0.1053179775280899,0.0,15,257,17.133333333333333,89,12,0.0,0.0,1.0
fra,mffw,crystal palace,premier league,20,2002,2,0,16,0.2,0,5.0,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,50.0,70.0,71.4,760.0,225.0,25.0,30.0,83.3,25.0,35.0,71.4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,70.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,85.0,0.0,10.0,60.0,15.0,10.0,85.0,5.0,5.0,100.0,0.0,0.0,40.0,165.0,60.0,5.0,0.0,5.0,5.0,0.0,55.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3500000.0,0.5818181818181818,0.0909090909090909,0.3272727272727272,-0.2008363636363636,0.0,8,300,37.5,111,54,0.0,0.0,0.0
fra,mf,stuttgart,bundesliga,20,2002,17,17,1398,15.5,2,1.03,0.32,31.3,0.13,0.4,22.1,0.0,0.0,0.0,29.0,34.1,84.9,449.4,106.5,14.4,15.6,92.1,12.1,13.2,91.7,1.35,2.58,52.5,0.13,0.97,2.45,0.45,0.13,3.61,33.2,0.84,0.26,0.13,0.06,0.39,0.32,0.0,0.0,0.0,0.0,0.13,0.84,2.45,2.0,0.0,0.19,0.13,0.06,0.06,0.45,0.45,0.0,0.0,0.0,0.0,0.0,1.1,0.71,0.45,0.45,0.19,0.52,1.29,40.0,0.77,1.03,0.32,0.71,0.52,1.61,0.45,0.0,43.5,1.16,8.97,25.0,10.3,1.42,43.5,2.71,1.16,42.9,1.29,47.6,26.3,192.4,97.5,2.77,1.74,0.39,2.19,0.71,29.2,3.48,0.26,0.06,0.06,1.03,1.1,0.06,0.0,0.06,0.0,5.68,0.45,1.03,30.4,3500000.0,0.5818181818181818,0.0909090909090909,0.3272727272727272,-0.2008363636363636,0.0,8,300,37.5,111,54,0.12903225806451613,0.008387096774193548,0.3106796116504854
civ,mf,strasbourg,ligue 1,28,1994,19,10,834,9.3,1,0.97,0.32,33.3,0.11,0.33,22.8,0.0,0.0,0.0,26.1,36.3,71.9,419.1,107.3,12.7,16.0,79.2,9.46,13.4,70.4,2.26,4.09,55.3,0.0,0.65,2.15,0.65,0.0,2.26,35.2,1.18,0.86,0.32,0.43,0.43,0.11,0.0,0.0,0.0,0.0,0.0,0.75,1.4,0.97,0.0,0.0,0.0,0.11,0.32,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.04,1.4,0.54,1.29,0.22,0.86,1.94,44.4,1.08,1.29,0.0,1.29,1.83,3.87,0.75,0.0,49.7,1.4,9.25,27.1,14.2,2.37,49.7,2.69,1.08,40.0,1.18,44.0,35.3,192.2,76.7,1.51,1.18,0.75,2.69,1.29,31.6,3.12,0.32,0.11,0.0,2.58,1.72,0.11,0.0,0.0,0.0,5.27,1.51,1.4,51.9,2000000.0,0.6666666666666666,0.1481481481481481,0.1851851851851851,-0.470737037037037,0.0,2,112,56.0,106,6,0.1075268817204301,0.0,0.32989690721649484
gha,df,celta vigo,la liga,27,1995,20,20,1800,20.0,2,0.45,0.1,22.2,0.22,1.0,15.6,0.0,0.0,0.0,43.4,50.8,85.4,883.9,275.7,11.6,13.3,86.9,26.7,28.9,92.2,4.85,7.45,65.1,0.0,0.05,2.3,0.2,0.0,2.85,49.4,1.25,1.15,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.45,0.3,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.05,1.05,0.6,0.05,0.5,0.75,66.7,0.25,0.9,0.45,0.45,0.8,2.5,4.2,0.0,60.3,8.7,31.6,27.8,1.35,0.45,60.3,0.25,0.15,60.0,0.05,20.0,38.2,185.3,99.1,0.5,0.2,0.0,0.45,0.3,38.4,0.1,0.15,0.0,0.0,0.6,0.35,0.0,0.0,0.05,0.0,6.5,1.75,1.85,48.6,1200000.0,0.6551724137931034,0.1206896551724138,0.2241379310344827,-0.3529603448275862,0.0,5,294,58.8,258,258,0.1,0.0,0.22222222222222224
nga,df,torino,serie a,26,1996,12,8,676,7.5,1,0.93,0.4,42.9,0.14,0.33,16.1,0.0,0.0,0.0,41.5,55.7,74.4,693.1,278.8,21.7,23.5,92.6,13.2,17.7,74.4,5.2,9.73,53.4,0.13,1.2,3.07,1.6,1.07,4.67,44.5,10.7,0.8,0.0,0.13,3.47,9.73,0.13,0.0,0.0,0.0,0.53,1.87,2.93,2.27,0.13,0.4,0.0,0.13,0.0,0.4,0.27,0.0,0.13,0.0,0.0,0.0,1.73,1.33,0.4,0.93,0.4,0.8,1.33,60.0,0.53,1.2,0.27,0.93,1.07,2.8,2.67,0.0,68.5,2.4,14.8,31.2,23.6,1.47,68.5,4.53,2.27,50.0,1.6,35.3,36.7,236.1,119.3,3.87,2.8,0.53,1.47,0.67,40.1,4.8,0.53,0.0,0.0,1.6,1.6,0.13,0.0,0.13,0.0,6.27,1.2,0.8,60.0,22000000.0,0.3559322033898305,0.1525423728813559,0.4915254237288136,0.1144779661016949,0.0,10,361,36.1,117,117,0.13333333333333333,0.017333333333333333,0.43010752688172044
nor,df,brentford,premier league,24,1998,9,9,763,8.5,0,0.12,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.5,40.6,75.1,527.1,222.0,15.4,18.7,82.4,12.0,15.1,79.7,2.71,4.71,57.5,0.0,0.12,2.35,0.35,0.12,3.65,34.5,6.0,0.82,0.0,0.47,0.71,5.18,0.0,0.0,0.0,0.0,0.12,0.94,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.94,0.59,0.47,0.24,1.06,1.88,56.3,0.82,0.71,0.59,0.12,0.82,2.12,2.59,0.0,48.5,5.29,21.6,19.6,7.53,1.06,48.5,0.82,0.12,14.3,0.47,57.1,25.2,133.6,72.1,1.18,0.59,0.0,0.35,0.94,27.2,1.41,0.0,0.0,0.0,0.59,0.94,0.0,0.0,0.12,0.0,4.24,1.76,1.29,57.7,16000000.0,0.4126984126984127,0.0476190476190476,0.5396825396825397,0.0890841269841269,0.0,15,346,23.066666666666663,54,36,0.0,0.0,0.0
fra,fw,strasbourg,ligue 1,28,1994,13,9,771,8.6,1,2.56,0.81,31.8,0.0,0.0,15.1,0.12,0.12,0.12,20.7,29.7,69.8,304.0,46.2,12.0,15.9,75.2,6.4,9.19,69.6,1.28,1.86,68.8,0.0,1.16,1.16,0.7,0.0,1.51,28.1,1.16,0.12,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.12,2.56,2.33,0.0,0.0,0.23,0.0,0.0,0.23,0.12,0.0,0.0,0.12,0.0,0.0,0.58,0.47,0.12,0.47,0.0,0.35,1.05,33.3,0.7,0.35,0.12,0.23,0.23,0.81,0.81,0.0,39.1,0.93,3.6,20.0,15.8,5.81,39.0,0.47,0.23,50.0,0.23,50.0,26.2,104.8,23.5,0.23,0.81,0.12,2.21,1.16,30.5,6.4,0.12,0.0,0.0,1.63,0.93,0.12,0.0,0.0,0.0,2.44,5.81,3.84,60.2,4000000.0,0.3888888888888889,0.4444444444444444,0.1666666666666666,-0.2046722222222222,0.0,1,17,17.0,17,17,0.11627906976744186,0.0,0.31640625
fra,fw,mainz 05,bundesliga,28,1994,4,3,231,2.6,0,2.69,0.77,28.6,0.0,0.0,16.4,0.0,0.0,0.0,16.9,33.8,50.0,300.8,70.8,8.46,15.8,53.7,4.23,10.4,40.7,3.08,3.85,80.0,0.38,1.54,2.31,0.38,0.0,2.31,33.1,0.0,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.77,0.77,3.08,2.69,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,1.15,0.0,1.15,0.0,0.0,0.77,0.0,44.6,0.77,2.69,23.5,18.8,5.38,44.6,0.77,0.38,50.0,0.38,50.0,18.1,78.8,26.2,0.77,0.0,0.0,4.23,1.92,33.5,5.38,0.38,0.0,0.0,2.31,0.38,0.38,0.0,0.0,0.0,5.0,10.0,7.69,56.5,4000000.0,0.3888888888888889,0.4444444444444444,0.1666666666666666,-0.2046722222222222,0.0,1,17,17.0,17,17,0.0,0.14615384615384616,0.28624535315985133
sui,df,manchester city,premier league,27,1995,15,14,1286,14.3,0,0.77,0.14,18.2,0.0,0.0,16.4,0.0,0.0,0.0,76.2,80.9,94.2,1319.8,411.2,33.4,34.4,97.2,37.0,38.5,96.2,4.76,6.36,74.7,0.07,0.28,5.17,0.07,0.07,4.76,79.4,1.47,0.84,0.0,0.49,0.21,0.63,0.0,0.0,0.0,0.0,0.0,0.14,1.26,1.19,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.05,0.56,0.77,0.21,1.12,1.47,76.2,0.35,1.33,0.42,0.91,0.77,2.31,1.19,0.0,88.6,5.17,32.7,49.7,6.43,1.4,88.6,0.28,0.21,75.0,0.07,25.0,63.6,387.1,239.9,1.26,1.61,0.0,0.49,0.14,69.2,0.56,0.07,0.0,0.0,0.91,0.49,0.0,0.0,0.0,0.0,5.38,0.84,1.4,37.5,22000000.0,0.37,0.21,0.42,0.076859,0.0,15,322,21.466666666666665,61,61,0.0,0.0048951048951048955,0.18181818181818182
ned,df,manchester city,premier league,27,1995,15,13,1156,12.8,0,0.31,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,84.2,92.0,91.5,1384.6,497.4,39.7,41.8,95.0,39.7,42.3,93.7,3.75,5.55,67.6,0.0,0.39,7.58,0.39,0.0,7.34,85.9,5.94,1.8,0.08,0.47,0.39,4.14,0.0,0.0,0.0,0.0,0.16,0.94,1.17,0.94,0.08,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.25,0.55,0.63,0.55,0.08,0.55,0.78,70.0,0.23,1.02,0.47,0.55,1.02,2.27,1.64,0.0,98.4,4.53,31.8,56.8,10.2,1.56,98.4,0.23,0.16,66.7,0.08,33.3,63.8,298.3,188.8,1.09,0.7,0.16,0.78,0.0,76.2,1.17,0.0,0.0,0.0,0.7,0.7,0.08,0.0,0.0,0.0,5.0,1.72,1.33,56.4,22000000.0,0.46,0.07,0.47,0.0132589999999999,0.0,15,390,26.0,84,84,0.0,0.0,0.0
esp,df,almería,la liga,25,1997,21,21,1890,21.0,0,1.05,0.29,27.3,0.0,0.0,20.4,0.0,0.0,0.0,34.0,43.9,77.3,557.9,207.1,17.5,19.8,88.4,13.4,16.3,82.5,2.14,5.29,40.5,0.0,0.86,2.0,0.86,0.67,2.43,34.0,9.57,1.1,0.1,0.62,3.0,8.48,0.0,0.0,0.0,0.0,0.33,0.86,1.57,1.24,0.05,0.05,0.14,0.0,0.1,0.1,0.05,0.0,0.05,0.0,0.0,0.0,1.29,0.76,0.9,0.29,0.1,0.57,0.76,75.0,0.19,1.0,0.24,0.76,0.62,1.9,1.48,0.0,53.2,3.24,17.5,23.7,13.1,1.52,53.2,2.14,1.19,55.6,0.76,35.6,27.2,181.9,100.5,2.71,1.57,0.52,1.19,1.1,29.7,3.67,0.19,0.0,0.0,0.81,0.67,0.0,0.0,0.0,0.0,5.14,0.52,0.62,45.8,6000000.0,0.6296296296296297,0.1296296296296296,0.2407407407407407,-0.3509481481481482,0.0,3,61,20.33333333333333,25,23,0.0,0.0,0.27619047619047615
fra,mfdf,monaco,ligue 1,20,2002,6,3,248,2.8,0,0.36,0.36,100.0,0.0,0.0,8.4,0.0,0.0,0.0,28.2,37.9,74.5,366.1,113.6,17.9,21.8,82.0,7.5,10.4,72.4,0.71,1.79,40.0,0.0,1.79,2.5,1.43,0.0,3.93,35.7,1.79,0.36,0.0,0.0,3.21,1.07,0.36,0.36,0.0,0.0,0.36,1.43,1.79,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.07,1.07,1.07,0.0,0.36,1.07,33.3,0.71,0.36,0.0,0.36,0.71,2.86,0.71,0.0,47.9,1.43,7.14,19.3,22.1,3.21,47.9,2.14,0.71,33.3,1.43,66.7,38.2,214.3,94.6,1.79,1.07,0.36,1.79,2.14,35.0,7.5,1.07,0.0,0.0,1.79,1.07,0.0,0.0,0.0,0.0,6.43,0.71,1.07,40.0,45000000.0,0.5,0.1666666666666666,0.3333333333333333,-0.1861560606060606,0.0,4,21,5.25,8,8,0.0,0.0,1.0
civ,mf,betis,la liga,25,1997,6,2,238,2.6,0,0.77,0.38,50.0,0.0,0.0,25.6,0.0,0.0,0.0,36.2,38.8,93.1,631.5,125.8,15.4,16.2,95.2,12.7,13.5,94.3,5.38,5.77,93.3,0.0,0.0,3.08,0.38,0.0,2.31,37.7,0.77,0.77,0.38,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,1.92,2.69,0.77,0.0,2.69,3.46,77.8,0.77,0.0,0.0,0.0,1.92,5.38,0.77,0.38,45.8,3.08,10.4,30.8,5.0,0.0,45.8,0.38,0.0,0.0,0.38,100.0,20.0,53.1,13.1,0.0,0.38,0.0,0.0,0.0,28.5,0.38,0.77,0.0,0.0,1.54,1.15,0.0,0.0,0.0,0.0,6.54,0.38,2.31,14.3,800000.0,0.4833333333333333,0.1333333333333333,0.3833333333333333,-0.0818583333333333,0.0,2,39,19.5,22,17,0.0,0.0,0.4935064935064935
nga,df,hoffenheim,bundesliga,27,1995,16,10,1030,11.4,0,0.53,0.09,16.7,0.0,0.0,17.0,0.0,0.0,0.0,37.6,47.8,78.7,705.5,268.2,12.7,14.7,86.3,20.6,23.4,88.0,3.77,7.72,48.9,0.0,0.26,3.77,0.44,0.18,4.3,44.7,3.07,1.05,0.09,0.61,0.53,2.02,0.0,0.0,0.0,0.0,0.0,0.96,0.7,0.61,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,1.93,1.67,1.4,0.09,1.23,1.67,73.7,0.44,2.28,0.61,1.67,1.14,4.3,2.37,0.09,60.6,5.18,25.8,29.8,5.61,1.14,60.6,1.32,0.35,26.7,0.88,66.7,31.8,174.4,78.9,0.96,0.96,0.26,0.96,0.26,35.2,1.58,0.53,0.0,0.0,1.49,0.7,0.0,0.0,0.0,0.0,6.05,2.46,1.93,56.0,2500000.0,0.6296296296296297,0.1111111111111111,0.2592592592592592,-0.3651425925925926,0.0,14,504,36.0,121,28,0.0,0.0,0.16981132075471697
aut,df,real madrid,la liga,30,1992,17,15,1365,15.2,1,0.59,0.07,11.1,0.11,1.0,20.7,0.26,0.0,0.0,50.2,56.8,88.3,743.6,263.6,28.6,29.9,95.8,16.8,18.9,88.9,2.7,4.67,57.7,0.2,0.99,3.55,0.46,0.2,3.49,51.9,4.61,2.24,0.13,0.13,1.25,1.97,0.13,0.13,0.0,0.0,0.33,0.53,1.58,1.32,0.2,0.0,0.07,0.0,0.0,0.26,0.2,0.0,0.0,0.07,0.0,0.0,0.66,0.53,0.26,0.2,0.2,0.39,0.72,54.5,0.33,0.79,0.53,0.26,0.72,1.38,1.64,0.07,61.8,6.38,24.7,26.2,11.3,0.86,61.8,0.13,0.07,50.0,0.07,50.0,38.0,166.8,99.9,0.72,1.18,0.07,0.46,0.2,44.6,2.63,0.2,0.0,0.0,0.46,0.13,0.0,0.0,0.07,0.0,4.67,0.33,0.39,45.5,4000000.0,0.24,0.19,0.57,0.249632,0.0,15,635,42.333333333333336,384,94,0.06578947368421052,0.013157894736842106,0.11864406779661019
chi,mf,cádiz,la liga,24,1999,4,2,223,2.5,0,0.8,0.4,50.0,0.0,0.0,36.4,0.0,0.0,0.0,31.2,38.0,82.1,675.2,232.8,11.2,12.8,87.5,10.8,13.6,79.4,8.0,10.0,80.0,0.0,0.8,4.4,0.4,0.0,3.6,35.2,2.8,2.0,0.4,1.2,2.4,0.0,0.8,0.4,0.4,0.0,0.0,0.0,1.6,0.8,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,0.0,0.8,0.4,0.4,0.8,50.0,0.4,0.4,0.0,0.4,0.8,2.0,0.8,0.0,45.2,1.2,8.0,27.2,10.0,0.4,45.2,0.0,0.0,0.0,0.0,0.0,24.8,106.8,32.4,0.8,0.0,0.0,1.2,1.6,29.6,2.4,0.8,0.4,0.4,1.6,1.2,0.0,0.0,0.0,0.0,5.6,1.2,0.4,75.0,600000.0,0.7272727272727273,0.0363636363636363,0.2363636363636363,-0.4189581818181818,0.0,2,71,35.5,36,36,0.0,0.0,0.5
arg,fw,eint frankfurt,bundesliga,30,1992,12,2,248,2.8,1,3.21,0.71,22.2,0.11,0.5,14.9,0.0,0.0,0.0,14.6,21.1,69.5,208.2,46.4,7.86,11.1,71.0,4.64,6.07,76.5,1.43,1.43,100.0,0.0,0.36,1.07,0.0,0.0,1.79,19.6,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,2.5,1.79,0.0,0.36,0.36,0.0,0.0,0.71,0.36,0.0,0.0,0.36,0.0,0.0,1.07,0.71,0.36,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3.57,0.0,33.2,3.57,5.71,12.9,15.7,5.71,33.2,2.86,1.79,62.5,1.07,37.5,15.0,65.7,29.6,0.71,2.14,0.36,0.71,2.14,23.6,3.93,0.0,0.0,0.0,2.14,0.71,1.43,0.0,0.0,0.0,2.86,3.93,5.71,40.7,400000.0,0.2580645161290322,0.4677419354838709,0.2741935483870967,0.0388548387096774,0.0,14,442,31.571428571428573,121,22,0.35714285714285715,0.0,0.22118380062305296
